unique_input_record_identifier	input_title	lookup_key	lookup_key_given	database_song_code	database_song_title	database_song_writers
7KnGGo3Q2A1fQVQEIKvErm	Perisai Kehidupan	PERISAIKEHIDUPAN		149353292	PERISAI KEHIDUPAN	JOCKIE SURYOPRAYOGO
7J1QgFpmefJGGihXnwiZfl	What's Left Behind	WHATSLEFTBEHIND		153932739	WHAT S LEFT BEHIND	CLARK C/VANACORE D
0eUiHZiEkeMbh2alketeOv	Meant For Me	MEANTFORME		154267710	MEANT FOR ME	MANN T/LI B
0iR5A7yV9NAsvdiUMTnyH3	Chehadine Ya Baladna	CHEHADINEYABALADNA		149446137	CHEHADINE YA BALADNA	ELIAS RAHBANI/MICHEL TOHME
1N6OJLYKXyZfJBt3Kf9UYc	Cat Walk (with Flaco JimÃ©nez)	CATWALK		109076993	CAT WALK	PARNELL L/JIMENEZ L
5EgSyVU6aWicmT8tMxbh03	Take It Back	TAKEITBACK		153996511	TAKE IT BACK	CHANCE MCKINNEY
6PL0JnYO0MpHJFB0i6JZbB	I Don't Want To Call It Goodbye	IDONTWANTTOCALITGOODBYE		151778096	I DON'T WANT TO CALL IT GOODBYE	RALPH S/ANDREWS K/MOULD R
5sXdLRNhAP1Hxv0uw4aszN	Small Ambulance	SMALAMBULANCE		134110549	SMALL AMBULANCE	JOERGENSEN/TERKELSBOEL/WOHLERT/MADSEN
7AfBE1UDOoBYk67CE86cnY	Bewitched, Bothered and Bewildered	BEWITCHEDBOTHERED&BEWILDE		102042294	BEWITCHED BOTHERED AND BEWILDERED (FR: PAL JOEY)	RODGERS R/HART L
0aKQC9e91ZqaWlBPVPkI1N	Indifferentemente	INDIFERENTEMENTE		102506395	INDIFFERENTEMENTE	MAZZOCCO S/MARTUCCI U
4FnKoHkTMjF50lZgzJ97wY	Eleanor 60	ELEANOR60		145576997	ELEANOR 60	ALEXANDER MANZANO
43VODMHKJ75ocmUC66ssvK	Cut You In	CUTYOUIN		116204256	CUT YOU IN	CANTRELL JERRY FULTON JR
4oT0MlQijy24U5FBSDTr69	Ricky Bobby	RICKYBOBY		153309616	RICKY BOBBY	ROMVN
5IO5VgbqK6i4kEVLtjbbZZ	Born To Kill	BORNTOKIL		139034044	BORN TO KILL	O'KEEFFE JOEL FRANCIS
6fO89POwgsJbDj8Wn1mCmt	Confident Journey	CONFIDENTJOURNEY		154345572	CONFIDENT JOURNEY	WALKER C/EYERER M/POHL M
4RN9ngy6irGId8ZJocsADB	Birds	BIRD		136830106	BIRDS	TORRINI E/CAREY D
2p1dSZMEKvocJ0KNixe5v8	Bold and Black	BOLD&BLACK		110377336	BOLD AND BLACK	HARRIS E/LAGUNOFF M
616iKp4C8dXRN9hxpeHKeq	Stage II (å±åãååº«)	STAGEII		149113489	STAGE II	CAPCOM SOUND TEAM
7uNNjZQSmyZuJ64YL1YfAN	Goodbye Girl	GOODBYEGIRL		101102295	GOODBYE GIRL	GATES DAVID ASHWORTH
6holGuk1jKHTdWyWBOZi8l	My Generation	MYGENERATION		123296832	MY GENERATION	DIMANT/DURST/RIVERS/BORLAND/OTTO
3TRS4s3nKghYBRN0A96Bxo	So Sad	SOSAD		100424220	SO SAD	FAITHFULL M/REYNOLDS B/YORK S
45RvCCiZVCsm7IREzpzJxx	My Prayer	MYPRAYER		144431908	MY PRAYER	JIMME ONEILL
1UPPZqnsMpVsc0ZNHmOMXe	I'm Leaving feat. Anthony Mills	IMLEAVINFEATANTHONYMIL		139838704	I'M LEAVING FEAT. ANTHONY MILLS	DREW HORLEY
74ytfnp18eIMQ235LndARF	7/8 Not Too Late	78NOTTOOLATE		146539571	7/8 NOT TOO LATE	BARTON WILLIAM NORMAN
64kKPXrENKTvpzxl0qLaBD	Sunday Kind Of Love	SUNDAYKINDOFLOVE		141961009	SUNDAY KIND OF LOVE	BARBARA BELLE ANITA LEONARD LOUIS PRIMA
7Aeo5Qxsmb1A8g9TLB2Hdg	Hou My Vas	HOUMYVA		144389119	HOU MY VAS	JOE FERREIRA
1G7AYvz95ouZmRlMYna97i	The Channel	CHANEL		133830077	CHANNEL	DURST F/BORLAND W/RIVERS S/OTTO J
408h4oa9ryr44YGJqJmdDP	Piano Concerto No. 1 in C Major, Op. 15 : 3. Rondo (Allegro scherzando)	PIANOCONCERTONO1INCMAJORO		443593575	PIANO CONCERTO IN C MAJOR (OP 15)	BEETHOVEN LUDWIG VAN
667tbVZvnYHOyDOFbEZtnV	Operation Margarine	OPERATIONMARGARINE		151060402	OPERATION MARGARINE	ROBERTS G/FORSHAW J
2eqWp5xGwegOPMxQSA1CJS	The Ghosts	GHOST		148061371	GHOSTS	GOLD MURRAY JONATHAN
47H8NFQgMR0mAX6eiJSc5r	Hacked My Instagram	HACKEDMYINSTAGRAM		153550898	HACKED MY INSTAGRAM	JENKS JORDAN TIMOTHY
10mt6qEMgy09wrkYSSMDve	O Rahi Re	ORAHIRE		140804638	O RAHI RE	MENDONSA L/NOORANI E/MAHADEVAN S/AKHTAR
72pCDs1X22MUO8zTTazm8r	Baby Hold On To Me (Slow Jams Version)	BABYHOLDONTOME		106768965	BABY HOLD ON TO ME	NICHOLAS E/LEVERT G
2JCUUOXc042Sso3bke1nNT	Best Times	BESTTIME		108669264	BEST TIMES OF OUR LIVES	GEYER R/CROUCH K
0zg9Szskaf0GRfljxk3fr7	Spring Music	SPRINMUSIC		126466834	SPRING MUSIC	SIMON L/NORMAN M
76s6kLtOexp16pNNedVS8l	Freedom Fighters	FREEDOMFIGHTER		129837157	FREEDOM FIGHTERS	WASHINGTON DELROY
0aYv4f0mxsMKdeHmeucT8I	The Left-Sock Thievers	LEFTSOCKTHIEVER		123556062	LEFT SOCK THIEVES	GEISEL T/PODDANY E
6Db0hvSEfFSYUpunsDUVPT	Superman	SUPERMAN		153552547	SUPERMAN	CARPENTER MARY CHAPIN
5CGJ8rHpXBYgn9IpXOUh00	A Glimpse Of Happiness	GLIMPSEOFHAPINES		143370146	A GLIMPSE OF HAPPINESS	LUNN JOHN LAWRENCE
46xlEXt0Jc5VHGYLG2HlpZ	Aviation	AVIATION		149190955	AVIATION	KANE M/TURNER A
4VVjzMHobLHTJES2J75jBv	Kontaminazione	KONTAMINAZIONE		141940860	KONTAMINAZIONE	BIGI E/D'ERRICO P
5z0fDP6XZqF2uTJHQpjDnJ	Soft Hand	SOFTHAND		133288453	SOFT HAND	FISHER ROBERT NEILL
79U2Ec6M3fNVPuRVJFi3nZ	Wrong Reasons	WRONGREASON		145469722	WRONG REASONS	TONY CATANIA/ERNEST BORDON PKA EBGB
3ESWV2FpjPxGMsRF256o0W	Trendsetter (feat. Jake La Furia)	TRENDSETER		151265711	TRENDSETTER	VIGORELLI F/NONNIS R/VACCA A
5eVeezFaMVuqb1dCd2bAxV	Settle	SETLE		154477388	SETTLE	HARNETT S/NOWELL-USTICKE J
6IMjyamFERATUl9cBGWAIm	"\"Nadaan Parinde (From \"\"Rockstar\"\")\""	NADANPARINDE		152176796	NADAAN PARINDE	A. R. RAHMAN/IRSHAD KAMIL
4tqZI7fMIfmMtJhOpJc0ub	The Hideout	HIDEOUT		146301356	THE HIDEOUT	DERIVIERE OLIVIER JEAN
5uTqwNSbplQbBN6TtJsLSA	Mirror	MIROR		151051397	MIRROR	AMELIA WARNER
7Giz6uMptRmYf6x4VFIKG9	Mamma Got Ass	MAMAGOTAS		133665304	MAMMA GOT ASS	GRAY TERIUS
3Ar2st6ETkOCY3JVZOZBPU	Wavybone (feat. A$AP Rocky, Juicy J, and Bun B)	WAVYBONE		152314060	WAVYBONE (FEAT JUICY J. & UGK)	MAYERS/HOUSTON/DELGADO/BUTLER/FREEMAN/RA
6EXEWhREq79bDFcHxKMSkw	Piosenka na Przebudzenie	PIOSENKANAPRZEBUDZENIE		145717747	PIOSENKA NA PRZEBUDZENIE	JERZY DOBRZYNSKI/ZBIGNIEW KSIAZEK
1qfk9NyUG0KqoRL7o59cAE	No No No	NONONO		107672002	YOU DON'T LOVE ME (NO NO NO)	PENN DAWN MARJORIE
5neS6KQwTVT4tNq1gGT7ry	Unlikely Angel	UNLIKELYANGEL		114452007	UNLIKELY ANGEL	PARTON DOLLY
5WdONyOfrALyuTmaZr9T2k	Wise Men Say	WISEMENSAY		151043845	WISE MEN SAY	NIGEL EVANS
7eiWqPqKvrXme0LsaoXxow	Masques	MASQUE		441178654	PIANO MUSIC (1888-1905) (SPD: DOVER PUBLICATIONS)	DEBUSSY CLAUDE ACHILLE
79zdfO9aDjUkAgRVxwJthx	Love Don't Come Easy	LOVEDONTCOMEEASY		120003662	LOVE DON'T COME EASY	LODGE JOHN CHARLES
2C2usXUC6XJaqYR2XtLEa1	Rabba	RABA		136450872	RABBA	DADLANI V/RAVJIANI S/VISHAL S/KOHLI D
6cFGVTD3wavRKIwJALQJLW	Untitled	UNTITLED		139676048	UNTITLED	RAKS SEAKBOA
2g8u6nukn56yxEF1FthamV	The Eternal Live	ETERNALLIVE		153189571	THE ETERNAL LIVE	DOMINIC RODRIGEZ/RICHARD GARCIA/ALEX HOL
2qsPNPjTaEn9YCbufo1pLl	Beat It	BEATIT		153882319	BEAT IT	NS (PERF BY THE APPLE SCRUFFS)
5ohTs32Q3E1S82ycjLGgCy	Easy to Be Hard	EASYTOBEHARD		103548968	"\"EASY TO BE HARD (FR \"\"HAIR\"\")\""	MACDERMOT A/RAGNI G/RADO J
7FC0tpjQ44hmlrRLD3s9s8	Za sva vremena	ZASVAVREMENA		150706401	ZA SVA VREMENA	OPACIC B/SIMIC KAMBA S
7rM1NcHTjNqlw9c7q58bUz	Wanted	WANTED		102926587	WANTED	FULTON J/STEELE L
4zjPqvs74EE9fOeJ0ZOcaB	Nadie Te AmarÃ¡	NADIETEAMARA		152744779	NADIE TE AMARA	CLAY A/ALBERTO G/MARTINEZ DIAZ A
2jUiweVKAh2zatq2tWiA74	If I Needed You	IFINEEDEDYOU		155922072	IF I NEEDED YOU	ZANDT VAN TOWNES
6hF3Bbk99h1SRzJnIkqmkG	Catherine alÃ©pÃ©e	CATHERINEALEPEE		108123909	CATHERINE ALEPEE	WABOTAY JEAN PAUL
6pmG5vknurSjmsk8sg6KNp	The Cokey Cokey	COKEYCOKEY		146796021	COKEY COKEY	KENNEDY J
5sZnALI7WqlhevAB55Ffp4	Autopilot	AUTOPILOT		147002690	AUTOPILOT	MAY V/PRENDERGAST M/GARRIGAN S/BOLAND J
4sCwz7Uaj5RQckpKrleKH4	Alone Every Night	ALONEEVERYNIGHT		153905814	ALONE EVERY NIGHT	BLAKE TRENORDEN/LUCAS COOPER/NIKOLAOS GA
4gXtFuhEJ20bq9c81XKCx0	Time Again	TIMEAGAIN		105877672	TIME AGAIN	WETTON J/PALMER C/HOWE S/DOWNES G
3H7uTJZOJa16Gyq9FhMdPZ	Tecumtha	TECUMTHA		149481324	TECUMTHA	CREMER ANDREAS/ HANDKE PHILIPP
0CUgrezEJ9dCq79KOaDqUn	Manga	MANGA		150019682	MANGA	HALLET M/LEAVERS D
0sm87WXOrhFUhatKOCrHvG	Idul Fitri	IDULFITRI		149670345	IDUL FITRI	FITRIAN TEUKU ADI
6BKCGe8qWqTkK0GYyrTDUp	Lift Him Up	LIFTHIMUP		312262430	LIFT HIM UP (ATMOS 74)	PETER T/ROBINSON N
6PE6uqN2lXPjiJdq8lB88v	Morning Ride	MORNINRIDE		135400467	MORNING RIDE	VEIKOSO GEORGE BROOKS
7GLA5lGHm7iIoyrpOD3JNF	Ya Tafida	YATAFIDA		150336215	YA TAFIDA	ZIAD BOUTROS/NABIL ABOU ABDO
3KXfXZNNGdYUmHbDOCCLeK	La notte vola	NOTEVOLA		143199440	LA NOTTE VOLA	GIUSEPPE VESSICCHIO/MARCO SALVATI/SILVIO
3OnTbmu6TDe550QOz75Ee9	Shake It and Break It	SHAKEIT&BREAKIT		403057064	SHAKE IT AND BREAK IT	/FRISCO/CHIHA LOUIS FRANK/CLARK H QUALLI
4N0dGiQNY1HGvAaYsVu2l0	"\"Stranger In Paradise - From \"\"Kismet\"\"\""	STRANGERINPARADISEFROMKIS		100275150	STRANGER IN PARADISE	/BORODIN/ARR/FORREST G/WRIGHT R
0vcbecU7yoJuChc7a8WPgY	Trio V en Sol Mineur pour violon, viole et basse continue, TWV 42:g1 (Sechs Trios, Francfort 1718): IV. Allegro	TRIOVENSOLMINEURPOURVIOLO		147426819	TRIO V EN SOL MINEUR POUR VIOLON, VIOLE ET BASSE CONTINUE, T	GEORG PHILIPP TELEMANN
2MDhTF2YzcbXFrTR5S67tx	Living Waters	LIVINWATER		150030330	LIVING WATERS	CASH E/GETTY K
5bCQojVRtIgnI3cJnzLy0Y	Too Much Birthday	TOOMUCHBIRTHDAY		142217720	TOO MUCH BIRTHDAY	PORTUGAL C/MTURNER
44Nyq6PqtAoHwxZ0jzA6aw	I Can't Stop Loving You (Live 1962)	ICANTSTOPLOVINYOU		101747281	I CAN'T STOP LOVING YOU	GIBSON DON EUGENE
7tKb0MiXF2hV93yVjes4uN	Shaneera	SHANEERA		152997922	SHANEERA	ALQADIRI FATIMA M E A Y
74o9JKV3a4Gi0ttc3MFV8G	Love Hurts	LOVEHURT		100406507	LOVE HURTS	BRYANT BOUDLEAUX
7qAr0wJEvjadWyqQbTt50O	Story of Mine	STORYOFMINE		151318885	STORY OF MINE	/DE MARTINO FLAVIO/DEE JAY
5LFYNuqX7XMi6MW6SoOteK	Squirt (Instrumental)	SQUIRT		143005342	SQUIRT	/NECRO/BRAUNSTEIN RON
5YltBVXeXIfkMXXy3JwP8T	Anytime	ANYTIME		151947996	ANYTIME	CAROFIGLIO D/NICOLOSI N
6WFjQiXCpJ9GjXjwvzSa6x	All For Love	ALFORLOVE		111920174	ALL FOR LOVE	MACNEIL RITA
5IsCxVtbVpltLG3TuFozgA	We Trying to Stay Alive	WETRYINTOSTAYALIVE		114288270	WE TRYING TO STAY ALIVE	JEAN/MICHEL/FORTE/GIBB/GIBB/GIBB
1ECEzo4FrcQ6zjkbetkP8m	We Can't Rewind	WECANTREWIND		123652630	WE CAN'T REWIND	HIROSE T/LEE J/NICHOLAS G
4rZfcDF7jSdMIqimxPjKNO	Won My Heart	WONMYHEART		153303743	WON MY HEART	CHEATHAM ZACH
5EmjBlrR2TzVzyveICMllj	Dirty Deeds	DIRTYDEED		100546640	DIRTY DEEDS DONE DIRT CHEAP	SCOTT R/YOUNG A/YOUNG M
7xkwW2qUw5KmcmvKY01mGR	Annie	ANIE		101335238	ANNIE	LANE R/LAMBERT K/CLAPTON E
7o3g9Jz8PMAHHuQyTLdGGO	Fortunate Son	FORTUNATESON		103175927	FORTUNATE SON	FOGERTY JOHN C
3V6VolGV0BpuVKiBiBMNaL	Poo Poo Pee Pee Doo Doo Wee Wee Shitfuk	POOPOOPEEPEEDOODOOWEEWEES		152376807	POO POO PEE PEE DOO DOO WEE WEE SHITFUK	FRIENDLY FIRE DISTRO
7LgDTnjm1rS5EzNsJXUMQ0	Land of the Lost	LANDOFLOST		140110653	LAND OF LOST	UNKNOWN
5Z1ki112ulzbyyYBl7fG1U	Symphony No. 18 in F Major, K. 131: II. Andantino grazioso	SYMPHONYNO18INFMAJORK131I		152380250	SYMPHONY NO. 18 IN F MAJOR, K. 131: II. ANDANTINO GRAZIOSO	WOLFGANG AMADEUS MOZART/MAISTO G
1vs9WljU2zygg0UD9dIGbO	Shine A Light	SHINELIGHT		148306347	SHINE LIGHT (WAVES ON THE BEACH)	NEUROMANCER
3L3npLNJyla2FsTinTxaDR	Ne O Aa Gayya	NEOAGAYA		146203662	NE O AA GAYYA (ORIGINAL)	LALCHAND YAMLA JATT/BALWINDER AASI
3UTTiE8atYk8BELRUW4Gq0	Dub Stavros	DUBSTAVRO		143895580	DUB STAVROS	MURPHY P/POLLARD K
4odVLTG6ocl3GnJaFM2WQ5	Blue Vacation	BLUEVACATION		154674741	BLUE VACATION	WALKER B/MCMAHON A
0pJSeDfoiE8IuFaw3LDbsv	One Night in Reno	ONENIGHTINRENO		134160567	ONE NIGHT IN RENO	HARVEY M/SHORT E/ABRAMS D
0JUHr6bn9634ZvEKG0gyBG	Colonial Sketch No. 1	COLONIALSKETCHNO1		101786528	COLONIAL SKETCH NO.1	GRABOWSKY PAUL ATHERSTONE
7Cptelyl7UEZ1bS4t7rJy8	Bahd Baddo Baddest	BAHDBADOBADEST		151374808	BAHD BADDO BADDEST	UNKNOWN
4niIuTPuW9SmuHJaY1flb6	I Am a Machine (Motivational Speech V2.0)	IAMMACHINE		148832632	I AM MACHINE (EPIC BACKGROUND MUSIC)	MACRI NICHOLAS
6DYd53orMCJP6dNs0hPGen	Trio For Violin, Violoncello And Piano	TRIOFORVIOLINVIOLONCELO&P		153628356	TRIO FOR VIOLIN, VIOLONCELLO AND PIANO	HARRISON BIRTWISTLE
1TPIxA7v09KJTpLwk070Ag	Pretty World Recessional	PRETYWORLDRECESIONAL		144741303	RECESSIONAL	BAKER RICHARD SAMUEL
2NRmyB5womBJjYuXo2t1dd	Close Minded	CLOSEMINDED		121647980	CLOSE MINDED	KIRMAYER/HAMILTON/FAMULA/RIGA/TABBOT
2KropDTIM3SrKLSkvsqkRJ	Guzzler (Kill Light Remix)	GUZLER		146516726	GUZZLER (KILL LIGHT REMIX)	FLORIAN SENFTER
3WkrPV7JTQZA6Bciqy7rvf	Alleluia	ALELUIA		147095943	ALLELUIA	KIMBERLY AND ALBERTO RIVERA
3rKWG5xFNUhwLDpCkdTBrj	Diphonic Water	DIPHONICWATER		152376263	DIPHONIC WATER	GEOFFREY SECCO
24dgc0OPUbQMg8n7fBCtRn	Soul to Skin	SOULTOSKIN		153412566	SOUL TO SKIN	CLARK K/RAMA O/PARKER A/ELLERKER I
10eGmtPvyjSIuvItIqwkU0	La casa sul lago	CASASULLAGO		149436263	LA CASA SUL LAGO	ENNIO MORRICONE
4c31P6y756KIwyeqcUxrm3	Heartly Matters	HEARTLYMATER		155753365	HEARTLY MATTERS	KRISTIN ANNA
5dYjeZvOW93FuVIB86SJe6	Zen Peace	ZENPEACE		148646105	ZEN PEACE	SACCHETTO G
33CcEEyHRkwUp35CCoJz8n	The Demon	DEMON		126833683	DEMON	GRIESHEIMER M/DETERT T
0Eng4x1XF8mCJCGpRsvIyd	Island in Space (Dona Nobis Pacem)	ISLANDINSPACE		142235940	ISLAND IN SPACE (DONA NOBIS PACEM)	KIRKE MECHEM
4A9SATvoRz1dQKoNDGwqTX	Episode	EPISODE		152949859	EPISODE	MAUS JOHN PATRICK
5krsJD8NuXpYyHaYYI03ka	Restless	RESTLES		131458456	RESTLESS	WILSON W/STOVER J
6wz5BtljPUazspEzFd83kY	Any Day Now	ANYDAYNOW		153517588	ANY DAY NOW	THOMAS DOMINIC RUSSELL
5GX8tkDLPgNOtpY9JqdO1X	Dang Me	DANGME		100562086	DANG ME	MILLER ROGER
3DGi3K3Gqbp6qRHbh5YkCx	Another Day, Another Heartache	ANOTHERDAYANOTHERHEARTACH		105311896	ANOTHER DAY ANOTHER HEARTACHE	GREENFIELD H/SEDAKA N
45bpUQf5ryeZTvBpFThetR	Waymaker (Live)	WAYMAKER		150969235	WAY MAKER	OKORO OSINACHI KALU
